source_id,type_of_water_source,number_of_people_served,priority_rank
AkRu03895224,shared_tap,2752,1844
AkRu03503224,shared_tap,2752,1844
KiRu30579224,shared_tap,2752,1844
KiRu30447224,shared_tap,2752,1844
KiRu29967224,shared_tap,2750,1848
KiZu31317224,shared_tap,2750,1848
AkRu06431224,shared_tap,2750,1848
AmDa12230224,shared_tap,2750,1848
AmAs10391224,shared_tap,2750,1848
AmRu13830224,shared_tap,2748,1853
AkRu05551224,shared_tap,2748,1853
HaRu18887224,shared_tap,2748,1853
KiRu28494224,shared_tap,2748,1853
SoRu36583224,shared_tap,2748,1853
SoRu37717224,shared_tap,2746,1858
SoRu36467224,shared_tap,2746,1858
HaRu18312224,shared_tap,2746,1858
HaAm15892224,shared_tap,2746,1858
HaRu18165224,shared_tap,2746,1858
HaRu17669224,shared_tap,2746,1858
AmRu14186224,shared_tap,2744,1864
AmAm09433224,shared_tap,2744,1864
SoRu36794224,shared_tap,2744,1864
KiRu30667224,shared_tap,2744,1864
HaRu18769224,shared_tap,2742,1868
AkRu05971224,shared_tap,2742,1868
AkRu04545224,shared_tap,2742,1868
AkRu08783224,shared_tap,2740,1871
KiZu30731224,shared_tap,2740,1871
SoRu37171224,shared_tap,2740,1871
AkRu03226224,shared_tap,2738,1874
AkRu07837224,shared_tap,2738,1874
AkRu07900224,shared_tap,2736,1876
AmDa11644224,shared_tap,2736,1876
KiRu28174224,shared_tap,2736,1876
KiRu30607224,shared_tap,2734,1879
KiRu25725224,shared_tap,2734,1879
KiRu26998224,shared_tap,2734,1879
HaRu19677224,shared_tap,2732,1882
KiRu29204224,shared_tap,2730,1883
HaRu19283224,shared_tap,2730,1883
KiRu29821224,shared_tap,2728,1885
HaRu20144224,shared_tap,2728,1885
KiZu31426224,shared_tap,2728,1885
KiZu30800224,shared_tap,2728,1885
KiRu26905224,shared_tap,2728,1885
SoMa34575224,shared_tap,2728,1885
AmPw12376224,shared_tap,2728,1885
AkLu01979224,shared_tap,2728,1885
AmRu14304224,shared_tap,2726,1893
AmRu15669224,shared_tap,2726,1893
AmAb09045224,shared_tap,2726,1893
AkRu02794224,shared_tap,2726,1893
SoRu34881224,shared_tap,2726,1893
SoRu36144224,shared_tap,2726,1893
HaRu19152224,shared_tap,2726,1893
HaZa21720224,shared_tap,2724,1900
KiRu27278224,shared_tap,2724,1900
HaRu19165224,shared_tap,2724,1900
HaRu18535224,shared_tap,2724,1900
SoRu37731224,shared_tap,2724,1900
SoRu36059224,shared_tap,2724,1900
AmAs10300224,shared_tap,2722,1906
AkRu03038224,shared_tap,2722,1906
AmPw12469224,shared_tap,2720,1908
AmBe11074224,shared_tap,2720,1908
HaRu17313224,shared_tap,2720,1908
SoKo33479224,shared_tap,2720,1908
HaRu20503224,shared_tap,2718,1912
AkRu06851224,shared_tap,2716,1913
SoRu35424224,shared_tap,2716,1913
SoRu37908224,shared_tap,2716,1913
AkRu03080224,shared_tap,2714,1916
KiZu31314224,shared_tap,2712,1917
KiRu25402224,shared_tap,2712,1917
KiRu28083224,shared_tap,2712,1917
SoRu36916224,shared_tap,2712,1917
SoRu35352224,shared_tap,2712,1917
SoRu35817224,shared_tap,2712,1917
AmRu13953224,shared_tap,2710,1923
KiRu26604224,shared_tap,2710,1923
KiRu26078224,shared_tap,2708,1925
HaRu18959224,shared_tap,2708,1925
KiRu27060224,shared_tap,2708,1925
SoRu38575224,shared_tap,2708,1925
AkRu07615224,shared_tap,2708,1925
AkRu08528224,shared_tap,2708,1925
AmDa11350224,shared_tap,2706,1931
KiIs23615224,shared_tap,2706,1931
KiRu30240224,shared_tap,2706,1931
KiRu28631224,shared_tap,2704,1934
AmPw12481224,shared_tap,2704,1934
AmBe11093224,shared_tap,2704,1934
HaRu17061224,shared_tap,2702,1937
AkRu06798224,shared_tap,2702,1937
AkRu08116224,shared_tap,2702,1937
AmAm09568224,shared_tap,2702,1937
KiRu26260224,shared_tap,2702,1937
KiZu31334224,shared_tap,2702,1937
SoRu34857224,shared_tap,2702,1937
SoRu37501224,shared_tap,2700,1944
SoRu39095224,shared_tap,2700,1944
AmDa11474224,shared_tap,2700,1944
AkRu04258224,shared_tap,2698,1947
KiHa23408224,shared_tap,2698,1947
KiZu30976224,shared_tap,2696,1949
KiRu26800224,shared_tap,2696,1949
KiZu30783224,shared_tap,2696,1949
SoRu35144224,shared_tap,2696,1949
AkRu06842224,shared_tap,2696,1949
HaRu17384224,shared_tap,2694,1954
AmAs10447224,shared_tap,2694,1954
HaRu20754224,shared_tap,2694,1954
KiRu28484224,shared_tap,2694,1954
HaRu19157224,shared_tap,2694,1954
SoRu37258224,shared_tap,2694,1954
SoRu36379224,shared_tap,2694,1954
HaRu17769224,shared_tap,2692,1961
AkRu05203224,shared_tap,2692,1961
AkRu04660224,shared_tap,2692,1961
AmAb09212224,shared_tap,2692,1961
HaRu20769224,shared_tap,2692,1961
KiRu25258224,shared_tap,2690,1966
AkRu08584224,shared_tap,2690,1966
HaRu17570224,shared_tap,2690,1966
AkRu05654224,shared_tap,2690,1966
AmPw12320224,shared_tap,2690,1966
AkRu04149224,shared_tap,2688,1971
HaRu19723224,shared_tap,2688,1971
KiRu29468224,shared_tap,2688,1971
SoRu38039224,shared_tap,2686,1974
KiRu30142224,shared_tap,2684,1975
KiRu30267224,shared_tap,2684,1975
KiRu30439224,shared_tap,2684,1975
KiRu27385224,shared_tap,2684,1975
AmAm09655224,shared_tap,2684,1975
AmPw12395224,shared_tap,2684,1975
SoRu37306224,shared_tap,2682,1981
KiRu29127224,shared_tap,2682,1981
KiIs23690224,shared_tap,2682,1981
SoRu35608224,shared_tap,2676,1984
AkRu06623224,shared_tap,2672,1985
AmDa12135224,shared_tap,2672,1985
AmRu15841224,shared_tap,2670,1987
AmRu14380224,shared_tap,2670,1987
AmDa11654224,shared_tap,2670,1987
SoRu35653224,shared_tap,2670,1987
SoMa33698224,shared_tap,2670,1987
AkRu08162224,shared_tap,2668,1992
HaRu17116224,shared_tap,2668,1992
SoRu36742224,shared_tap,2668,1992
SoRu37623224,shared_tap,2666,1995
AkRu04899224,shared_tap,2666,1995
AmAs10871224,shared_tap,2666,1995
AkHa00460224,shared_tap,2666,1995
HaRu20304224,shared_tap,2664,1999
SoMa33575224,shared_tap,2664,1999
AkRu07001224,shared_tap,2662,2001
AkRu08684224,shared_tap,2660,2002
SoRu38886224,shared_tap,2660,2002
AmRu13180224,shared_tap,2658,2004
AmAs10236224,shared_tap,2656,2005
AkRu07736224,shared_tap,2656,2005
HaRu19313224,shared_tap,2656,2005
HaSe21146224,shared_tap,2656,2005
KiRu29739224,shared_tap,2654,2009
KiZu31300224,shared_tap,2654,2009
HaRu17854224,shared_tap,2654,2009
AmAs10053224,shared_tap,2654,2009
AkRu06509224,shared_tap,2654,2009
AmRu14455224,shared_tap,2654,2009
AkRu04487224,shared_tap,2652,2015
AkRu03192224,shared_tap,2652,2015
AkRu04044224,shared_tap,2650,2017
AmAs10600224,shared_tap,2650,2017
KiRu28798224,shared_tap,2650,2017
HaRu19899224,shared_tap,2650,2017
SoRu37585224,shared_tap,2650,2017
SoRu38516224,shared_tap,2648,2022
AkRu03699224,shared_tap,2648,2022
AkRu06111224,shared_tap,2648,2022
KiRu28662224,shared_tap,2648,2022
HaRu19780224,shared_tap,2648,2022
HaRu19799224,shared_tap,2646,2027
HaRu17794224,shared_tap,2646,2027
AmRu13490224,shared_tap,2646,2027
AmAb09207224,shared_tap,2644,2030
SoRu39488224,shared_tap,2644,2030
KiRu29486224,shared_tap,2642,2032
KiRu26493224,shared_tap,2640,2033
AmAs10319224,shared_tap,2640,2033
AmAs10189224,shared_tap,2638,2035
AkRu04368224,shared_tap,2636,2036
AmAb09194224,shared_tap,2636,2036
HaRu20784224,shared_tap,2636,2036
SoRu36108224,shared_tap,2636,2036
SoRu37222224,shared_tap,2636,2036
AkRu02827224,shared_tap,2634,2041
KiRu26651224,shared_tap,2634,2041
KiRu27302224,shared_tap,2634,2041
HaRu20287224,shared_tap,2634,2041
KiRu27510224,shared_tap,2632,2045
KiZu31347224,shared_tap,2632,2045
AkRu05646224,shared_tap,2632,2045
AkHa00236224,shared_tap,2632,2045
KiZu31101224,shared_tap,2630,2049
KiRu26346224,shared_tap,2628,2050
HaRu18683224,shared_tap,2628,2050
SoRu36566224,shared_tap,2628,2050
AkRu02981224,shared_tap,2626,2053
AmAs10265224,shared_tap,2626,2053
AmDa12082224,shared_tap,2626,2053
AmAb09036224,shared_tap,2626,2053
KiMr25129224,shared_tap,2624,2057
SoMa34271224,shared_tap,2624,2057
KiRu25319224,shared_tap,2624,2057
SoRu36961224,shared_tap,2624,2057
AmAb09053224,shared_tap,2622,2061
AkRu04364224,shared_tap,2620,2062
AkRu03998224,shared_tap,2620,2062
SoRu36729224,shared_tap,2620,2062
SoRu36615224,shared_tap,2620,2062
KiRu29304224,shared_tap,2620,2062
KiRu26917224,shared_tap,2618,2067
AmRu13332224,shared_tap,2618,2067
SoRu35606224,shared_tap,2618,2067
SoRu36705224,shared_tap,2616,2070
SoRu35916224,shared_tap,2616,2070
SoIl32425224,shared_tap,2614,2072
HaRu20578224,shared_tap,2614,2072
HaRu18544224,shared_tap,2614,2072
AkRu03876224,shared_tap,2614,2072
AkLu01630224,shared_tap,2614,2072
AmDa11727224,shared_tap,2612,2077
AkRu03718224,shared_tap,2612,2077
SoRu38140224,shared_tap,2612,2077
SoRu37307224,shared_tap,2612,2077
SoRu39063224,shared_tap,2612,2077
HaRu19707224,shared_tap,2612,2077
KiIs24200224,shared_tap,2612,2077
KiZu31235224,shared_tap,2610,2084
KiRu30457224,shared_tap,2610,2084
AmAs10159224,shared_tap,2610,2084
HaRu20664224,shared_tap,2608,2087
KiRu30101224,shared_tap,2608,2087
SoRu36453224,shared_tap,2608,2087
SoRu37425224,shared_tap,2606,2090
AkRu05059224,shared_tap,2606,2090
KiRu25694224,shared_tap,2606,2090
HaRu20756224,shared_tap,2606,2090
KiRu27967224,shared_tap,2604,2094
KiRu27248224,shared_tap,2602,2095
AkRu06553224,shared_tap,2602,2095
KiRu30599224,shared_tap,2600,2097
AkRu03357224,shared_tap,2598,2098
HaRu17179224,shared_tap,2598,2098
AmPw12302224,shared_tap,2596,2100
AkLu02508224,shared_tap,2596,2100
AkRu07276224,shared_tap,2596,2100
HaRu19343224,shared_tap,2596,2100
KiRu30277224,shared_tap,2596,2100
AmBe11339224,shared_tap,2594,2105
AmAs10132224,shared_tap,2594,2105
AkRu05039224,shared_tap,2592,2107
AmAb09202224,shared_tap,2592,2107
SoRu38970224,shared_tap,2592,2107
SoRu36986224,shared_tap,2590,2110
SoRu35828224,shared_tap,2590,2110
SoRu38387224,shared_tap,2590,2110
AmRu14827224,shared_tap,2590,2110
AkRu04897224,shared_tap,2590,2110
AkRu04741224,shared_tap,2590,2110
KiRu25523224,shared_tap,2590,2110
KiRu26491224,shared_tap,2590,2110
KiRu25317224,shared_tap,2590,2110
KiZu31153224,shared_tap,2588,2119
SoRu36634224,shared_tap,2588,2119
AmPw12461224,shared_tap,2588,2119
AmRu15073224,shared_tap,2586,2122
AkRu06573224,shared_tap,2586,2122
SoBa31594224,shared_tap,2586,2122
AmAs10049224,shared_tap,2584,2125
SoRu39327224,shared_tap,2584,2125
SoRu36936224,shared_tap,2582,2127
SoBa31694224,shared_tap,2582,2127
AmBe11244224,shared_tap,2582,2127
AkRu05222224,shared_tap,2580,2130
AkRu04397224,shared_tap,2580,2130
KiRu29074224,shared_tap,2580,2130
HaRu19103224,shared_tap,2580,2130
HaRu18033224,shared_tap,2578,2134
AmBe11195224,shared_tap,2576,2135
AmPw12494224,shared_tap,2576,2135
AmRu14086224,shared_tap,2576,2135
HaRu20203224,shared_tap,2576,2135
SoRu36399224,shared_tap,2574,2139
SoRu38213224,shared_tap,2574,2139
AmAs10277224,shared_tap,2574,2139
AkRu04327224,shared_tap,2572,2142
AkRu06822224,shared_tap,2572,2142
SoRu38850224,shared_tap,2572,2142
SoRu36721224,shared_tap,2572,2142
SoRu38333224,shared_tap,2570,2146
KiMr24479224,shared_tap,2570,2146
KiRu29273224,shared_tap,2570,2146
AkRu07179224,shared_tap,2570,2146
AkRu05747224,shared_tap,2570,2146
SoIl32528224,shared_tap,2568,2151
KiZu30963224,shared_tap,2568,2151
HaRu18717224,shared_tap,2568,2151
KiRu28556224,shared_tap,2566,2154
KiZu30748224,shared_tap,2566,2154
HaRu17221224,shared_tap,2566,2154
AkRu06390224,shared_tap,2564,2157
HaRu19059224,shared_tap,2564,2157
SoRu36974224,shared_tap,2562,2159
AkRu08669224,shared_tap,2562,2159
AkRu06977224,shared_tap,2562,2159
AmAb09262224,shared_tap,2560,2162
AkRu07971224,shared_tap,2560,2162
AkKi01314224,shared_tap,2560,2162
HaRu20516224,shared_tap,2560,2162
SoRu37926224,shared_tap,2560,2162
SoRu36522224,shared_tap,2558,2167
HaRu17943224,shared_tap,2558,2167
AkRu08307224,shared_tap,2558,2167
KiRu27794224,shared_tap,2558,2167
HaRu20843224,shared_tap,2556,2171
SoRu35111224,shared_tap,2556,2171
AmPw12627224,shared_tap,2556,2171
AkRu08432224,shared_tap,2554,2174
HaRu19903224,shared_tap,2554,2174
SoRu36408224,shared_tap,2554,2174
AmRu13688224,shared_tap,2552,2177
HaDe16427224,shared_tap,2552,2177
HaRu17331224,shared_tap,2552,2177
KiRu30112224,shared_tap,2552,2177
KiRu26448224,shared_tap,2550,2181
SoRu34714224,shared_tap,2550,2181
SoRu37173224,shared_tap,2550,2181
AkRu08125224,shared_tap,2550,2181
AkRu04759224,shared_tap,2550,2181
AkRu08768224,shared_tap,2550,2181
AmRu14683224,shared_tap,2548,2187
KiRu25929224,shared_tap,2548,2187
KiRu29374224,shared_tap,2548,2187
SoRu35389224,shared_tap,2548,2187
KiRu27465224,shared_tap,2546,2191
KiRu27930224,shared_tap,2544,2192
KiZu30972224,shared_tap,2544,2192
AkRu06675224,shared_tap,2544,2192
AmDa11896224,shared_tap,2542,2195
KiRu30055224,shared_tap,2542,2195
KiRu27520224,shared_tap,2540,2197
HaRu20167224,shared_tap,2540,2197
AkRu03062224,shared_tap,2540,2197
AmAs10524224,shared_tap,2540,2197
AkRu08355224,shared_tap,2538,2201
AkHa00373224,shared_tap,2538,2201
AkRu03340224,shared_tap,2538,2201
HaRu20179224,shared_tap,2538,2201
SoRu38197224,shared_tap,2538,2201
SoRu35169224,shared_tap,2536,2206
AmAb09071224,shared_tap,2536,2206
AmRu13817224,shared_tap,2534,2208
SoRu38629224,shared_tap,2534,2208
AkRu08844224,shared_tap,2532,2210
KiZu31315224,shared_tap,2532,2210
KiRu26479224,shared_tap,2530,2212
KiRu29603224,shared_tap,2530,2212
AmDa11783224,shared_tap,2530,2212
AkRu05937224,shared_tap,2530,2212
AmDa12055224,shared_tap,2528,2216
SoRu34975224,shared_tap,2528,2216
KiRu29384224,shared_tap,2528,2216
KiRu25528224,shared_tap,2528,2216
SoRu37770224,shared_tap,2526,2220
AkRu06852224,shared_tap,2524,2221
AkRu07038224,shared_tap,2524,2221
AmAs10492224,shared_tap,2524,2221
KiRu30059224,shared_tap,2524,2221
SoRu37140224,shared_tap,2522,2225
AkLu01856224,shared_tap,2522,2225
AmPw12648224,shared_tap,2522,2225
AkRu05068224,shared_tap,2522,2225
AmAb09260224,shared_tap,2522,2225
AkRu02795224,shared_tap,2522,2225
AmRu13396224,shared_tap,2522,2225
AkRu03543224,shared_tap,2520,2232
KiRu25491224,shared_tap,2520,2232
HaRu19008224,shared_tap,2520,2232
HaZa21848224,shared_tap,2518,2235
AmPw12768224,shared_tap,2518,2235
AmRu13256224,shared_tap,2518,2235
AkRu06870224,shared_tap,2516,2238
AkRu08757224,shared_tap,2516,2238
AmBe11230224,shared_tap,2516,2238
AmRu15190224,shared_tap,2516,2238
HaRu19584224,shared_tap,2516,2238
KiZu31356224,shared_tap,2512,2243
AmDa11378224,shared_tap,2512,2243
KiAm22354224,shared_tap,2510,2245
KiZu30938224,shared_tap,2510,2245
KiZu31230224,shared_tap,2510,2245
AkRu08335224,shared_tap,2508,2248
AkLu02355224,shared_tap,2508,2248
AkRu04480224,shared_tap,2506,2250
AmAs10876224,shared_tap,2506,2250
KiRu27717224,shared_tap,2506,2250
KiRu26779224,shared_tap,2506,2250
KiRu25881224,shared_tap,2504,2254
AkRu03068224,shared_tap,2502,2255
SoRu34942224,shared_tap,2500,2256
HaRu17501224,shared_tap,2498,2257
KiRu26339224,shared_tap,2496,2258
KiRu29497224,shared_tap,2496,2258
HaRu18617224,shared_tap,2494,2260
AmRu13254224,shared_tap,2494,2260
AkRu08919224,shared_tap,2492,2262
AmRu15401224,shared_tap,2492,2262
KiRu25506224,shared_tap,2490,2264
AkRu06650224,shared_tap,2488,2265
AkRu04634224,shared_tap,2488,2265
AkRu03459224,shared_tap,2488,2265
AmBe11016224,shared_tap,2488,2265
KiZu31133224,shared_tap,2486,2269
AkRu07558224,shared_tap,2484,2270
AkRu07115224,shared_tap,2484,2270
AkRu05111224,shared_tap,2484,2270
AmRu12821224,shared_tap,2482,2273
AkRu08712224,shared_tap,2482,2273
KiRu28734224,shared_tap,2482,2273
HaRu20248224,shared_tap,2482,2273
SoMa34339224,shared_tap,2482,2273
AkRu05729224,shared_tap,2480,2278
SoRu36967224,shared_tap,2480,2278
SoRu39010224,shared_tap,2480,2278
SoRu35091224,shared_tap,2478,2281
KiRu26343224,shared_tap,2478,2281
AmBe11118224,shared_tap,2478,2281
AkRu07361224,shared_tap,2474,2284
SoRu37374224,shared_tap,2474,2284
KiRu28500224,shared_tap,2474,2284
AmBe11070224,shared_tap,2472,2287
AkRu06566224,shared_tap,2468,2288
AmRu15690224,shared_tap,2468,2288
AmAs10557224,shared_tap,2468,2288
KiRu28936224,shared_tap,2466,2291
HaRu20274224,shared_tap,2466,2291
SoRu38304224,shared_tap,2466,2291
AmDa11724224,shared_tap,2464,2294
HaRu18501224,shared_tap,2464,2294
AkRu04859224,shared_tap,2462,2296
SoRu38327224,shared_tap,2462,2296
KiRu29449224,shared_tap,2462,2296
KiRu27232224,shared_tap,2460,2299
KiRu30629224,shared_tap,2460,2299
AkRu05217224,shared_tap,2456,2301
SoRu35445224,shared_tap,2456,2301
SoKo33407224,shared_tap,2454,2303
KiRu29479224,shared_tap,2454,2303
KiRu29714224,shared_tap,2454,2303
AkRu06720224,shared_tap,2454,2303
AmAs10414224,shared_tap,2454,2303
AkRu03782224,shared_tap,2454,2303
AkRu05114224,shared_tap,2454,2303
AmBe11065224,shared_tap,2454,2303
AmRu15663224,shared_tap,2452,2311
KiRu26006224,shared_tap,2452,2311
KiRu29593224,shared_tap,2450,2313
AmRu13751224,shared_tap,2450,2313
AkKi00933224,shared_tap,2448,2315
AmAs10641224,shared_tap,2446,2316
SoRu37541224,shared_tap,2446,2316
KiRu28845224,shared_tap,2446,2316
KiRu28096224,shared_tap,2446,2316
KiRu28565224,shared_tap,2444,2320
KiMr24941224,shared_tap,2444,2320
HaRu20066224,shared_tap,2442,2322
SoRu37846224,shared_tap,2442,2322
HaDj16817224,shared_tap,2440,2324
HaRu19781224,shared_tap,2440,2324
KiRu27491224,shared_tap,2440,2324
KiRu27401224,shared_tap,2438,2327
KiIs23573224,shared_tap,2438,2327
HaRu18726224,shared_tap,2436,2329
KiZu30864224,shared_tap,2436,2329
SoRu36946224,shared_tap,2436,2329
AkRu06006224,shared_tap,2434,2332
AmRu15098224,shared_tap,2434,2332
KiZu30725224,shared_tap,2432,2334
HaRu19588224,shared_tap,2432,2334
AmAb09108224,shared_tap,2430,2336
AmRu13409224,shared_tap,2428,2337
AmAm09505224,shared_tap,2428,2337
HaRu20242224,shared_tap,2428,2337
SoRu36440224,shared_tap,2428,2337
SoRu35049224,shared_tap,2428,2337
SoRu39014224,shared_tap,2428,2337
SoRu38874224,shared_tap,2426,2343
KiZu31036224,shared_tap,2426,2343
AkRu03891224,shared_tap,2424,2345
AmRu15148224,shared_tap,2424,2345
AkRu07032224,shared_tap,2422,2347
HaRu20197224,shared_tap,2422,2347
AkRu06290224,shared_tap,2420,2349
AmBe10959224,shared_tap,2420,2349
AkRu04772224,shared_tap,2420,2349
SoRu34728224,shared_tap,2420,2349
SoRu39494224,shared_tap,2418,2353
KiRu27977224,shared_tap,2418,2353
KiRu29741224,shared_tap,2418,2353
HaRu17850224,shared_tap,2418,2353
AkRu04100224,shared_tap,2416,2357
AmBe11101224,shared_tap,2416,2357
AmRu15695224,shared_tap,2416,2357
AmBe10955224,shared_tap,2414,2360
AkRu06158224,shared_tap,2414,2360
HaRu18313224,shared_tap,2414,2360
KiRu26401224,shared_tap,2414,2360
KiRu29592224,shared_tap,2412,2364
AmPw12416224,shared_tap,2412,2364
AmPw12637224,shared_tap,2412,2364
KiZu31166224,shared_tap,2410,2367
KiZu31157224,shared_tap,2408,2368
KiRu30535224,shared_tap,2408,2368
KiRu29973224,shared_tap,2406,2370
SoRu35619224,shared_tap,2406,2370
SoRu36129224,shared_tap,2404,2372
KiRu26483224,shared_tap,2404,2372
KiRu28433224,shared_tap,2404,2372
AmRu13505224,shared_tap,2404,2372
AmAs10215224,shared_tap,2404,2372
KiAm22485224,shared_tap,2402,2377
HaRu17654224,shared_tap,2400,2378
AkRu06735224,shared_tap,2400,2378
AkKi01158224,shared_tap,2400,2378
AmDa12245224,shared_tap,2398,2381
AkRu05970224,shared_tap,2398,2381
AkRu02932224,shared_tap,2398,2381
AmAm09947224,shared_tap,2398,2381
AmAb09213224,shared_tap,2398,2381
SoRu37939224,shared_tap,2398,2381
KiRu29620224,shared_tap,2398,2381
KiMr25227224,shared_tap,2398,2381
KiMr25231224,shared_tap,2396,2389
AkRu02687224,shared_tap,2396,2389
AkRu04693224,shared_tap,2394,2391
AmRu13657224,shared_tap,2394,2391
AmDa12250224,shared_tap,2392,2393
KiRu28193224,shared_tap,2392,2393
KiRu28492224,shared_tap,2390,2395
AkRu05620224,shared_tap,2390,2395
AmAb09155224,shared_tap,2390,2395
AkRu05979224,shared_tap,2390,2395
AkRu08884224,shared_tap,2390,2395
AmBe11291224,shared_tap,2390,2395
SoRu38903224,shared_tap,2390,2395
KiRu29779224,shared_tap,2388,2402
KiZu31331224,shared_tap,2386,2403
SoRu35783224,shared_tap,2386,2403
AkRu07098224,shared_tap,2386,2403
AkRu03330224,shared_tap,2384,2406
KiRu26244224,shared_tap,2384,2406
KiRu27336224,shared_tap,2382,2408
KiRu25296224,shared_tap,2380,2409
HaRu20012224,shared_tap,2380,2409
AmRu14391224,shared_tap,2380,2409
SoRu37233224,shared_tap,2380,2409
KiRu29206224,shared_tap,2378,2413
HaYa21603224,shared_tap,2378,2413
KiRu25809224,shared_tap,2376,2415
AkLu02190224,shared_tap,2376,2415
HaDe16370224,shared_tap,2374,2417
SoRu35641224,shared_tap,2374,2417
AkRu08588224,shared_tap,2372,2419
AkRu07130224,shared_tap,2372,2419
KiHa23421224,shared_tap,2372,2419
KiRu27307224,shared_tap,2372,2419
KiZu30807224,shared_tap,2370,2423
KiZu30920224,shared_tap,2370,2423
KiRu27175224,shared_tap,2370,2423
KiRu29848224,shared_tap,2370,2423
SoRu38397224,shared_tap,2370,2423
AkRu02728224,shared_tap,2368,2428
AkRu08433224,shared_tap,2366,2429
KiRu27428224,shared_tap,2364,2430
SoRu35001224,shared_tap,2364,2430
SoRu38221224,shared_tap,2364,2430
SoRu35795224,shared_tap,2364,2430
AkRu07337224,shared_tap,2362,2434
HaRu20153224,shared_tap,2362,2434
KiRu28323224,shared_tap,2360,2436
HaRu19457224,shared_tap,2360,2436
KiRu29064224,shared_tap,2358,2438
AkRu08827224,shared_tap,2358,2438
AmAb09096224,shared_tap,2356,2440
HaRu18131224,shared_tap,2356,2440
SoRu34978224,shared_tap,2356,2440
SoRu36969224,shared_tap,2356,2440
KiZu30826224,shared_tap,2356,2440
HaRu19207224,shared_tap,2354,2445
SoIl32449224,shared_tap,2354,2445
AkRu05938224,shared_tap,2354,2445
AmAb09238224,shared_tap,2354,2445
HaRu17399224,shared_tap,2352,2449
AkRu03398224,shared_tap,2352,2449
SoBa31767224,shared_tap,2352,2449
KiRu25426224,shared_tap,2352,2449
AkRu07207224,shared_tap,2348,2453
HaRu17554224,shared_tap,2346,2454
KiRu29176224,shared_tap,2346,2454
AkRu06242224,shared_tap,2344,2456
AkRu03625224,shared_tap,2344,2456
SoRu37241224,shared_tap,2344,2456
SoRu35350224,shared_tap,2344,2456
KiRu28013224,shared_tap,2342,2460
KiZu31194224,shared_tap,2342,2460
HaRu19498224,shared_tap,2340,2462
SoRu35878224,shared_tap,2340,2462
SoRu38168224,shared_tap,2340,2462
AmRu14733224,shared_tap,2338,2465
AmRu14634224,shared_tap,2338,2465
AmRu14766224,shared_tap,2338,2465
HaRu17937224,shared_tap,2336,2468
HaRu19950224,shared_tap,2334,2469
